"invoice_id","product_line","unit_price","classeUnitPrice"
"867-47-1948","Home and lifestyle","15.8","preço unitário baixo"
"384-59-6655","Food and beverages","98.66","preço unitário alto"
"256-58-3609","Fashion accessories","91.98","preço unitário alto"
"324-92-3863","Electronic accessories","20.89","preço unitário baixo"
"593-08-5916","Fashion accessories","15.5","preço unitário baixo"
"364-34-2972","Electronic accessories","96.82","preço unitário alto"
"794-42-3736","Food and beverages","33.33","preço unitário baixo"
"172-42-8274","Electronic accessories","38.27","preço unitário baixo"
"558-60-5016","Home and lifestyle","33.3","preço unitário baixo"
"195-06-0432","Home and lifestyle","81.01","preço unitário alto"
"605-03-2706","Health and beauty","15.8","preço unitário baixo"
"214-30-2776","Electronic accessories","34.49","preço unitário baixo"
"746-04-1077","Food and beverages","84.63","preço unitário alto"
"448-34-8700","Home and lifestyle","36.91","preço unitário baixo"
"452-04-8808","Electronic accessories","87.08","preço unitário alto"
"531-56-4728","Home and lifestyle","80.08","preço unitário alto"
"744-82-9138","Fashion accessories","86.13","preço unitário alto"
"883-69-1285","Fashion accessories","49.92","preço unitário baixo"
"221-25-5073","Food and beverages","74.66","preço unitário alto"
"518-71-6847","Food and beverages","26.6","preço unitário baixo"
"156-20-0370","Electronic accessories","25.45","preço unitário baixo"
"151-33-7434","Food and beverages","67.77","preço unitário alto"
"728-47-9078","Food and beverages","59.59","preço unitário alto"
"809-46-1866","Health and beauty","58.15","preço unitário alto"
"139-32-4183","Sports and travel","97.48","preço unitário alto"
"148-41-7930","Health and beauty","99.96","preço unitário alto"
"189-40-5216","Electronic accessories","96.37","preço unitário alto"
"374-38-5555","Fashion accessories","63.71","preço unitário alto"
"764-44-8999","Health and beauty","14.76","preço unitário baixo"
"552-44-5977","Health and beauty","62.0","preço unitário alto"
"267-62-7380","Electronic accessories","82.34","preço unitário alto"
"430-53-4718","Health and beauty","75.37","preço unitário alto"
"886-18-2897","Food and beverages","56.56","preço unitário alto"
"602-16-6955","Sports and travel","76.6","preço unitário alto"
"745-74-0715","Electronic accessories","58.03","preço unitário alto"
"690-01-6631","Fashion accessories","17.49","preço unitário baixo"
"652-49-6720","Electronic accessories","60.95","preço unitário alto"
"233-67-5758","Health and beauty","40.35","preço unitário baixo"
"303-96-2227","Home and lifestyle","97.38","preço unitário alto"
"727-02-1313","Food and beverages","31.84","preço unitário baixo"
"347-56-2442","Home and lifestyle","65.82","preço unitário alto"
"849-09-3807","Fashion accessories","88.34","preço unitário alto"
